2026-03-10T20:59:58Z | RAM: used=944MB total=7940MB pct=11% | SWAP: used=0MB total=4095MB | CPU: usr=27.3% sys=4.5% idle=63.6%
2026-03-10T21:08:02Z | RAM: used=908MB total=7940MB pct=11% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:08:32Z | RAM: used=855MB total=7940MB pct=10% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:09:02Z | RAM: used=855MB total=7940MB pct=10% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:09:32Z | RAM: used=856MB total=7940MB pct=10% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=95.5%
2026-03-10T21:10:03Z | RAM: used=5712MB total=7940MB pct=71% | SWAP: used=0MB total=4095MB | CPU: usr=4.3% sys=4.3% idle=91.3%
2026-03-10T21:10:33Z | RAM: used=5686MB total=7940MB pct=71% | SWAP: used=0MB total=4095MB | CPU: usr=5.0% sys=0.0% idle=95.0%
2026-03-10T21:11:03Z | RAM: used=966MB total=7940MB pct=12% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:11:33Z | RAM: used=934MB total=7940MB pct=11% | SWAP: used=0MB total=4095MB | CPU: usr=4.8% sys=0.0% idle=95.2%
2026-03-10T21:12:03Z | RAM: used=919MB total=7940MB pct=11% | SWAP: used=0MB total=4095MB | CPU: usr=4.8% sys=0.0% idle=95.2%
2026-03-10T21:12:34Z | RAM: used=936MB total=7940MB pct=11% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:13:04Z | RAM: used=937MB total=7940MB pct=11% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:13:34Z | RAM: used=938MB total=7940MB pct=11% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:14:04Z | RAM: used=938MB total=7940MB pct=11% | SWAP: used=0MB total=4095MB | CPU: usr=4.5% sys=4.5% idle=90.9%
2026-03-10T21:14:35Z | RAM: used=938MB total=7940MB pct=11% | SWAP: used=0MB total=4095MB | CPU: usr=4.5% sys=4.5% idle=90.9%
2026-03-10T21:15:05Z | RAM: used=926MB total=7940MB pct=11% | SWAP: used=0MB total=4095MB | CPU: usr=4.8% sys=4.8% idle=90.5%
2026-03-10T21:15:35Z | RAM: used=934MB total=7940MB pct=11% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=90.9%
2026-03-10T21:16:05Z | RAM: used=899MB total=7940MB pct=11% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:16:35Z | RAM: used=900MB total=7940MB pct=11% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=95.5%
2026-03-10T21:17:06Z | RAM: used=916MB total=7940MB pct=11% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=95.5%
2026-03-10T21:17:36Z | RAM: used=946MB total=7940MB pct=11% | SWAP: used=0MB total=4095MB | CPU: usr=4.8% sys=0.0% idle=95.2%
2026-03-10T21:18:06Z | RAM: used=944MB total=7940MB pct=11% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:18:36Z | RAM: used=948MB total=7940MB pct=11% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=95.5%
2026-03-10T21:19:07Z | RAM: used=932MB total=7940MB pct=11% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:19:37Z | RAM: used=934MB total=7940MB pct=11% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=95.5%
2026-03-10T21:20:07Z | RAM: used=956MB total=7940MB pct=12% | SWAP: used=0MB total=4095MB | CPU: usr=42.9% sys=4.8% idle=52.4%
2026-03-10T21:20:37Z | RAM: used=3690MB total=7940MB pct=46% | SWAP: used=0MB total=4095MB | CPU: usr=4.8% sys=52.4% idle=42.9%
2026-03-10T21:21:08Z | RAM: used=5790MB total=7940MB pct=72% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:21:38Z | RAM: used=5757MB total=7940MB pct=72% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:22:08Z | RAM: used=997MB total=7940MB pct=12% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:22:38Z | RAM: used=5793MB total=7940MB pct=72% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:23:08Z | RAM: used=5802MB total=7940MB pct=73% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:23:39Z | RAM: used=1057MB total=7940MB pct=13% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=95.5%
2026-03-10T21:24:09Z | RAM: used=1012MB total=7940MB pct=12% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:24:39Z | RAM: used=1004MB total=7940MB pct=12% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:25:09Z | RAM: used=995MB total=7940MB pct=12% | SWAP: used=0MB total=4095MB | CPU: usr=4.8% sys=0.0% idle=95.2%
2026-03-10T21:25:40Z | RAM: used=1026MB total=7940MB pct=12% | SWAP: used=0MB total=4095MB | CPU: usr=35.0% sys=0.0% idle=65.0%
2026-03-10T21:26:10Z | RAM: used=5923MB total=7940MB pct=74% | SWAP: used=0MB total=4095MB | CPU: usr=4.5% sys=4.5% idle=90.9%
2026-03-10T21:26:40Z | RAM: used=5864MB total=7940MB pct=73% | SWAP: used=0MB total=4095MB | CPU: usr=4.5% sys=0.0% idle=95.5%
2026-03-10T21:27:10Z | RAM: used=1061MB total=7940MB pct=13% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:27:41Z | RAM: used=1427MB total=7940MB pct=17% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=55.0% idle=45.0%
2026-03-10T21:28:11Z | RAM: used=5879MB total=7940MB pct=74% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:28:41Z | RAM: used=5873MB total=7940MB pct=73% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:29:11Z | RAM: used=1111MB total=7940MB pct=13% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:29:41Z | RAM: used=1111MB total=7940MB pct=13% | SWAP: used=0MB total=4095MB | CPU: usr=76.2% sys=4.8% idle=19.0%
2026-03-10T21:30:12Z | RAM: used=1060MB total=7940MB pct=13% | SWAP: used=0MB total=4095MB | CPU: usr=4.5% sys=4.5% idle=90.9%
2026-03-10T21:30:42Z | RAM: used=1065MB total=7940MB pct=13% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:31:12Z | RAM: used=1065MB total=7940MB pct=13% | SWAP: used=0MB total=4095MB | CPU: usr=4.5% sys=4.5% idle=90.9%
2026-03-10T21:31:42Z | RAM: used=1058MB total=7940MB pct=13% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:32:13Z | RAM: used=1058MB total=7940MB pct=13% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=95.5%
2026-03-10T21:32:43Z | RAM: used=1058MB total=7940MB pct=13% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=95.5%
2026-03-10T21:33:13Z | RAM: used=1055MB total=7940MB pct=13% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=95.5%
2026-03-10T21:33:43Z | RAM: used=1054MB total=7940MB pct=13% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:34:13Z | RAM: used=1198MB total=7940MB pct=15% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:34:44Z | RAM: used=1041MB total=7940MB pct=13% | SWAP: used=0MB total=4095MB | CPU: usr=4.3% sys=4.3% idle=87.0%
2026-03-10T21:35:14Z | RAM: used=1030MB total=7940MB pct=12% | SWAP: used=0MB total=4095MB | CPU: usr=4.3% sys=4.3% idle=91.3%
2026-03-10T21:35:44Z | RAM: used=1030MB total=7940MB pct=12% | SWAP: used=0MB total=4095MB | CPU: usr=4.3% sys=4.3% idle=91.3%
2026-03-10T21:36:14Z | RAM: used=1057MB total=7940MB pct=13% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=95.5%
2026-03-10T21:36:45Z | RAM: used=1092MB total=7940MB pct=13% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:37:15Z | RAM: used=1066MB total=7940MB pct=13% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:37:45Z | RAM: used=3704MB total=7940MB pct=46% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=55.0% idle=45.0%
2026-03-10T21:38:15Z | RAM: used=5898MB total=7940MB pct=74% | SWAP: used=0MB total=4095MB | CPU: usr=95.5% sys=4.5% idle=0.0%
2026-03-10T21:38:46Z | RAM: used=5901MB total=7940MB pct=74% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:39:16Z | RAM: used=5901MB total=7940MB pct=74% | SWAP: used=0MB total=4095MB | CPU: usr=4.8% sys=0.0% idle=95.2%
2026-03-10T21:39:46Z | RAM: used=5865MB total=7940MB pct=73% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:40:16Z | RAM: used=1091MB total=7940MB pct=13% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:40:46Z | RAM: used=1091MB total=7940MB pct=13% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:41:17Z | RAM: used=1092MB total=7940MB pct=13% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:41:47Z | RAM: used=1092MB total=7940MB pct=13% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:42:17Z | RAM: used=1480MB total=7940MB pct=18% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:42:47Z | RAM: used=1090MB total=7940MB pct=13% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:43:18Z | RAM: used=1069MB total=7940MB pct=13% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:43:48Z | RAM: used=1440MB total=7940MB pct=18% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:44:18Z | RAM: used=1424MB total=7940MB pct=17% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:44:48Z | RAM: used=1415MB total=7940MB pct=17% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=95.5%
2026-03-10T21:45:18Z | RAM: used=1104MB total=7940MB pct=13% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:45:49Z | RAM: used=1097MB total=7940MB pct=13% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:46:19Z | RAM: used=668MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=90.9%
2026-03-10T21:46:49Z | RAM: used=668MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=95.5%
2026-03-10T21:47:19Z | RAM: used=661MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:47:50Z | RAM: used=662MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:48:20Z | RAM: used=662MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:48:50Z | RAM: used=662MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:49:20Z | RAM: used=655MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:49:51Z | RAM: used=655MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:50:21Z | RAM: used=655MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=95.5%
2026-03-10T21:50:51Z | RAM: used=639MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=95.2%
2026-03-10T21:51:21Z | RAM: used=639MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:51:51Z | RAM: used=639MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:52:22Z | RAM: used=639MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:52:52Z | RAM: used=638MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=4.3% sys=4.3% idle=91.3%
2026-03-10T21:53:22Z | RAM: used=639MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=4.8% sys=0.0% idle=95.2%
2026-03-10T21:53:52Z | RAM: used=638MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=95.5%
2026-03-10T21:54:23Z | RAM: used=633MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=95.2%
2026-03-10T21:54:53Z | RAM: used=634MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=95.5%
2026-03-10T21:55:23Z | RAM: used=630MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=95.5%
2026-03-10T21:55:53Z | RAM: used=631MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:56:24Z | RAM: used=632MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:56:54Z | RAM: used=632MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T21:57:24Z | RAM: used=631MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:57:54Z | RAM: used=632MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=95.5%
2026-03-10T21:58:24Z | RAM: used=631MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=95.5%
2026-03-10T21:58:55Z | RAM: used=634MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T21:59:25Z | RAM: used=633MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=95.5%
2026-03-10T21:59:55Z | RAM: used=634MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T22:00:25Z | RAM: used=631MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T22:00:56Z | RAM: used=635MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=95.5%
2026-03-10T22:01:26Z | RAM: used=632MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=95.2%
2026-03-10T22:01:56Z | RAM: used=633MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=4.5% sys=4.5% idle=90.9%
2026-03-10T22:02:26Z | RAM: used=633MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=90.9%
2026-03-10T22:02:57Z | RAM: used=628MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=95.5%
2026-03-10T22:03:27Z | RAM: used=631MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=3.8% idle=84.6%
2026-03-10T22:03:57Z | RAM: used=632MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T22:04:27Z | RAM: used=634MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=95.5%
2026-03-10T22:04:58Z | RAM: used=632MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T22:05:28Z | RAM: used=632MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=4.3% sys=4.3% idle=91.3%
2026-03-10T22:05:58Z | RAM: used=632MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T22:06:28Z | RAM: used=634MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T22:06:58Z | RAM: used=632MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=4.8% sys=0.0% idle=95.2%
2026-03-10T22:07:29Z | RAM: used=635MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=4.3% sys=4.3% idle=91.3%
2026-03-10T22:07:59Z | RAM: used=634MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=95.5%
2026-03-10T22:08:29Z | RAM: used=636MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T22:08:59Z | RAM: used=630MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T22:09:30Z | RAM: used=632MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T22:10:00Z | RAM: used=632MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=95.5%
2026-03-10T22:10:30Z | RAM: used=633MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=95.5%
2026-03-10T22:11:00Z | RAM: used=633MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T22:11:31Z | RAM: used=633MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T22:12:01Z | RAM: used=635MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=4.3% sys=4.3% idle=91.3%
2026-03-10T22:12:31Z | RAM: used=635MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T22:13:01Z | RAM: used=635MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=4.5% sys=0.0% idle=95.5%
2026-03-10T22:13:32Z | RAM: used=635MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T22:14:02Z | RAM: used=635MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=95.7%
2026-03-10T22:14:32Z | RAM: used=636MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T22:15:02Z | RAM: used=636MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T22:15:33Z | RAM: used=636MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=95.5%
2026-03-10T22:16:03Z | RAM: used=636MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=95.5%
2026-03-10T22:16:33Z | RAM: used=637MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=90.9%
2026-03-10T22:17:03Z | RAM: used=637MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T22:17:33Z | RAM: used=645MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T22:18:04Z | RAM: used=645MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T22:18:34Z | RAM: used=645MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T22:19:04Z | RAM: used=645MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T22:19:34Z | RAM: used=643MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T22:20:05Z | RAM: used=645MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T22:20:35Z | RAM: used=645MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T22:21:05Z | RAM: used=644MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=4.8% sys=0.0% idle=95.2%
2026-03-10T22:21:35Z | RAM: used=646MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=95.5%
2026-03-10T22:22:05Z | RAM: used=646MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.5% idle=95.5%
2026-03-10T22:22:36Z | RAM: used=646MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T22:23:06Z | RAM: used=639MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=4.5% sys=0.0% idle=95.5%
2026-03-10T22:23:36Z | RAM: used=640MB total=7940MB pct=8% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T22:24:06Z | RAM: used=628MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T22:24:37Z | RAM: used=631MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T22:25:07Z | RAM: used=632MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T22:25:37Z | RAM: used=632MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T22:26:07Z | RAM: used=635MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T22:26:38Z | RAM: used=635MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
2026-03-10T22:27:08Z | RAM: used=630MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=0.0% idle=0.0%
2026-03-10T22:27:38Z | RAM: used=632MB total=7940MB pct=7% | SWAP: used=0MB total=4095MB | CPU: usr=0.0% sys=4.8% idle=95.2%
